nome;categoria;pasto_consigliato;kcal;proteine;lipidi;carboidrati;energia_kj;colesterolo;amido;zuccheri_solubili;alcol;fibra_totale;fibra_solubile;fibra_insolubile;saccarosio;glucosio;fruttosio;lattosio;galattosio;maltosio;maltotriosio;raffinosio;fluoro;sodio;magnesio;fosforo;cloro;potassio;calcio;cromo;manganese;ferro;nichel;rame;zinco;selenio;iodio;carotenoidi_totali;alfa_carotene;beta_carotene;criptoxantina;licopene;luteina;retinolo;zeaxantina;vitamina_a_equivalenti_retinolo;tiamina;riboflavina;niacina;acido_pantotenico;vitamina_b6;biotina;folati;vitamina_b12;vitamina_c;vitamina_d;vitamina_e;alfa_tocoferolo;beta_tocoferolo;gamma_tocoferolo;delta_tocoferolo;vitamina_k;acidi_grassi_saturi;rapporto_polinsaturi_saturi;alanina;cistina;acido_aspartico;acido_glutammico;fenilalanina;glicina;istidina;isoleucina;lisina;leucina;metionina;prolina;arginina;serina;treonina;valina;triptofano;tirosina;indice_chimico;aminoacido_limitante;acido_caffeico;acido_citrico;acido_fitico;acido_malico;apigenina;attivita_antiossidante;kaempferolo;fitosteroli;frutto-oligosaccaridi;miricetina;polifenoli;quercetina;violaxantina
Patatine, fritte, confezionate in busta;Verdure e ortaggi;cena,pranzo;512;5.4;29.6;5.8;2142;0.0;51.8;1;0;3.2;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;1070;0;158;0;1060.0;28.0;0;0;1.8;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;11.0;7.0;460.0;0;0;0.0;0.0;0;27;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Patate novelle, crude;Verdure e ortaggi;cena,pranzo;72;2.0;0.3;15.7;303;0.0;14.1;0.2;0;1.4;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;10;38;54;0;318.0;10.0;0;0;0.6;0;22.0;152.0;1;0;0;0;0.0;0;0;0;0.0;0;tr;12.0;3.0;240.0;0;0;0.0;0.0;0;28;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Patate novelle, cotte, al microonde;Verdure e ortaggi;cena,pranzo;72;2.0;0.3;15.7;303;0.0;14.1;0.2;0;1.4;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;10;21;54;0;318.0;10.0;0;0;0.6;0;17.0;86.0;1;0;0;0;0.0;0;0;0;0.0;0;tr;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Patate novelle, cotte, bollte;Verdure e ortaggi;cena,pranzo;68;1.9;0.2;14.9;285;0.0;13.4;0.2;0;1.4;38;105;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;tr;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Gnocchi di patate, crudi;Cereali e derivati;cena,pranzo;164;3.9;0.3;37.9;687;7.0;33.2;1.4;0;1.9;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;9;18;100;0;310.0;14.0;0;0;0.6;0;6.0;30.0;0;0;0;0;0.0;0;0;0;0.0;0;0;13.0;3.0;152.0;0;0;0.0;0.0;0;6;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Gnocchi di patate, cotti;Cereali e derivati;cena,pranzo;147;3.5;0.2;34.0;615;2.0;30.1;1;0;1.8;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;180;17;92;0;286.0;13.0;0;0;0.6;0;6.0;28.0;0;0;0;0;0.0;0;0;0;0.0;0;0;12.0;3.0;140.0;0;0;0.0;0.0;0;tr;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Pomodori, da insalata, freschi;Verdure e ortaggi;cena,pranzo;19;1.2;0.2;2.8;80;0.0;0;2.8;0;1.0;24;77;0.0;0;0.0;0;0.0;0.0;0.0;0;0;3;0;26;0;290.0;11.0;0;0;0.4;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;42;3.0;3.0;70.0;0;0;0.0;0.0;0;21;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Pomodori, maturi, freschi;Verdure e ortaggi;cena,pranzo;23;1.0;0.2;3.5;96;0.0;0;3.5;0;2.0;37;167;0.0;0;0.0;0;0.0;0.0;0.0;0;0;6;10;25;0;297.0;9.0;0;0;0.3;0;1.0;11.0;2.3;0;0;0;0.0;0;0;0;0.0;0;610;2.0;0.0;80.0;0;0;0.0;0.0;0;25;0;0;0;0;0;0;0;0;0;270.0;70.0;1290.0;4570.0;200.0;200.0;170.0;200.0;300.0;300.0;70.0;180.0;240.0;280.0;250.0;240.0;90.0;140.0;51;Leucina;0;0;0.01;0;0;0;0;0;0;0;0;0;0
Pomodori, San Marzano, freschi;Verdure e ortaggi;cena,pranzo;21;1.1;0.2;3.0;90;0.0;0;3;0;2.0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;3;10;0;0;259.0;4.0;0;0;0.3;0;1.0;1.0;0;0;0;662;223.0;70;0;0;0.0;0;610;0.0;0.0;0.0;0;0;0.0;0.0;0;24;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0.01;0;0;0;0;0;0;0;0;0;0
Pomodori, Nerina, verdi, freschi;Verdure e ortaggi;cena,pranzo;21;0.9;0.4;2.8;87;0.0;tr;2.8;0;1.5;0;0;0.0;131;144.0;0;0.0;0.0;0.0;0;0;16;7;10;0;101.0;5.0;0;5;0.2;0;3.0;6.0;0;0;0;0;427.0;0;306;0;0.0;0;71;4.0;2.0;0.0;0;13;0.0;0.0;0;6;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;504;0;134;0;0;0;0;0;0;3;0;0
Pomodori, Nerina, rossi, freschi;Verdure e ortaggi;cena,pranzo;21;1.1;0.4;2.8;89;0.0;tr;2.8;0;1.4;0;0;0.0;124;153.0;0;0.0;0.0;0.0;0;0;16;6;11;0;90.0;5.0;0;4;0.1;0;4.0;59.0;0;0;0;0;847.0;0;886;0;0.0;0;141;3.0;1.0;0.0;0;21;0.0;0.0;0;14;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;393;0;44;0;0;0;0;0;0;3;0;0
Pomodorini ciliegino, freschi;Verdure e ortaggi;cena,pranzo;37;1.1;0.4;7.2;155;0.0;0;9.0;0;1.0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;5;13;21;0;255.0;9.0;0;0;0.4;0;8.0;18.0;0;0;144;0;0.0;0;0;0;0.0;0;240;4.0;2.0;59.0;0;0;0.0;40.0;0;35;0;0.62;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Pomodori, conserva;Verdure e ortaggi;cena,pranzo;100;3.9;0.4;20.4;417;0.0;0;20.4;0;2.0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;760;0;85;0;250.0;27.0;0;0;2.2;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;20.0;10.0;310.0;0;0;0.0;0.0;0;43;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Pomodori, passata;Verdure e ortaggi;cena,pranzo;21;1.3;0.2;3.0;89;0.0;0;3.0;0;1.5;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;16;0;35;0;0.0;16.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;530;0.0;0.0;0.0;0;0;0.0;0.0;0;8;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Pomodori, pelati in scatola;Verdure e ortaggi;cena,pranzo;22;1.2;0.5;3.0;94;0.0;0;3.0;0;0.9;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;9;0;24;0;230.0;9.0;0;0;0.2;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;400;;;80.0;0;0;0.0;0.0;0;18;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Pomodori, succo;Verdure e ortaggi;cena,pranzo;16;0.8;tr;3.0;66;0.0;tr;3.0;0;0.6;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;230;0;19;0;230.0;10.0;0;0;0.4;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;200;2.0;2.0;70.0;0;0;0.0;0.0;0;2;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Basilico, fresco;Verdure e ortaggi;cena,pranzo;42;3.1;0.8;5.2;177;0.0;tr;5.1;0;1.6;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;9;0;37;0;300.0;250.0;0;0;5.5;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;658;8.0;31.0;110.0;0;0;0.0;55.0;0;26;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Menta, fresca;Verdure e ortaggi;cena,pranzo;49;3.8;0.7;5.3;205;0.0;tr;5.3;0;3.8;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;15;0;75;0;260.0;210.0;0;0;9.5;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;123;12.0;33.0;110.0;0;0;0.0;0.0;0;31;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Pepe nero;Verdure e ortaggi;cena,pranzo;311;11.4;3.3;49.0;1301;0.0;44.5;0;0;25.9;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;44;0;170;0;1260.0;430.0;0;0;11.2;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;19;11.0;24.0;110.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Peperoncini piccanti, freschi;Verdure e ortaggi;cena,pranzo;30;1.8;0.5;3.8;125;0.0;2.1;1.5;0;2.0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;7;0;18;0;230.0;18.0;0;0;0.5;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;824;9.0;23.0;300.0;0;0;0.0;0.0;0;229;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Prezzemolo, fresco;Verdure e ortaggi;cena,pranzo;30;3.7;0.6;;127;0.0;0;tr;0;5.0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;20;0;75;0;670.0;220.0;0;0;4.2;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;943;10.0;21.0;60.0;0;0;0.0;0.0;0;162;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Rosmarino, fresco;Verdure e ortaggi;cena,pranzo;110;1.4;4.4;13.5;460;0.0;tr;13.5;0;7.0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;15;0;20;0;280.0;370.0;0;0;8.5;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;92;10.0;0.0;0.0;0;0;0.0;0.0;0;29;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Salvia, fresco;Verdure e ortaggi;cena,pranzo;132;3.9;4.6;15.6;552;0.0;tr;15.6;0;8.2;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;4;0;33;0;390.0;600.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;215;11.0;0.0;0.0;0;0;0.0;0.0;0;tr;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Vegetali misti, surgelati;Verdure e ortaggi;cena,pranzo;67;3.3;0.3;13.7;281;0.0;0;0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;59;0;66;0;208.0;26.0;0;0;1.4;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;500;13.0;7.0;120.0;0;0;0.0;0.0;0;9;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Albicocche, fresche;Frutta;spuntino;42;0.4;0.1;9.8;177;0.0;0;9.8;0;1.5;71;83;0.0;0;0.0;0;0.0;0.0;0.0;0;0;1;0;16;0;320.0;16.0;0;0;0.5;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;360;3.0;3.0;50.0;0;0;0.0;0.0;0;13;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Albicocche, disidratate;Frutta;spuntino;356;5.6;1.0;80.6;1488;0.0;0;80.6;0;11;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;33;0;139;0;1260.0;86.0;0;0;5.3;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;1410;;8.0;360.0;0;0;0.0;0.0;0;15;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Albicocche, sciroppate;Frutta;spuntino;65;0.4;0.1;16.1;271;0.0;0;16.1;0;0.9;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;10;0;8;0;150.0;19.0;0;0;0.2;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;26;1.0;1.0;30.0;0;0;0.0;0.0;0;5;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Albicocche, secche;Frutta;spuntino;286;5.0;0.5;66.5;1196;0.0;0;66.5;0;6;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;26;0;108;0;979.0;67.0;0;0;5;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;1090;1.0;16.0;330.0;0;0;0.0;0.0;0;12;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Cocomero, fresco;Frutta;spuntino;16;0.4;tr;3.7;67;0.0;0;3.7;0;0.2;2;2;0.0;0;0.0;0;0.0;0.0;0.0;0;0;3;0;2;0;280.0;7.0;0;0;0.2;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;37;2.0;2.0;;0;0;0.0;0.0;0;8;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Fichi, freschi;Frutta;spuntino;63;0.9;0.2;14.2;262;0.0;0;14.2;0;2;63;138;0.0;0;0.0;0;0.0;0.0;0.0;0;0;2;0;25;0;270.0;43.0;0;0;0.5;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;15;3.0;4.0;40.0;0;0;0.0;0.0;0;7;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Fichi, canditi;Frutta;spuntino;2940;3.5;0.2;73.7;12320;0.0;0.0;73.7;0;1.1;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Fichi, secchi;Frutta;spuntino;282;3.5;2.7;58.0;1179;0.0;0;58;0;13;194;1101;0.0;0;0.0;0;0.0;0.0;0.0;0;0;87;0;111;0;1010.0;186.0;0;0;3;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;8;14.0;10.0;60.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0.4;0;0;0;0;0;0;0;0;0;0
Fichi d'india, freschi;Frutta;spuntino;63;0.8;0.1;13.0;263;0.0;0;13;0;5;13;487;0.0;0;0.0;0;0.0;0.0;0.0;0;0;1;0;25;0;190.0;30.0;0;0;0.4;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;10;2.0;4.0;40.0;0;0;0.0;0.0;0;18;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Loti o kaki, freschi;Frutta;spuntino;70;0.6;0.3;16.0;293;0.0;0;16.0;0;2.5;10;243;0.0;0;0.0;0;0.0;0.0;0.0;0;0;4;0;16;0;170.0;8.0;0;0;0.3;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;237;2.0;3.0;30.0;0;0;0.0;0.0;0;23;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Melagrane, fresche;Frutta;spuntino;68;0.5;0.2;15.9;284;0.0;0;15.9;0;2.2;26;198;0.0;0;0.0;0;0.0;0.0;0.0;0;0;7;0;10;0;290.0;;0;0;0.3;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;15;9.0;9.0;20.0;0;0;0.0;0.0;0;8;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Mele, fresche, senza buccia;Frutta;spuntino;57;0.3;0.1;13.7;240;0.0;tr;13.7;0;2;55;144;0.0;0;0.0;0;0.0;0.0;0.0;0;0;2;0;12;0;125.0;7.0;0;0;0.3;0;3.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;8;2.0;2.0;30.0;0;0;0.0;0.0;0;6;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0.06;0;0;0;0;0;0;0;0;0;0
Mele, fresche, con buccia;Frutta;spuntino;44;0.2;tr;10.0;182;0.0;0;10;0;2.6;73;184;0.0;0;0.0;0;0.0;0.0;0.0;0;0;2;0;6;0;76.0;2.0;0;0;0.1;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;21.0;2.0;1.0;0;0;0.0;0.0;0;3;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Mele, fresche, annurche;Frutta;spuntino;45;0.3;0.1;10.2;187;0.0;tr;10.2;0;2.2;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;6;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0.06;0;0;0;0;0;0;0;0;0;0
Mele, fresche, deliziose;Frutta;spuntino;46;0.2;0.1;11.1;194;0.0;tr;11.1;0;1.5;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;7;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0.06;0;0;0;0;0;0;0;0;0;0
Mele, fresche, golden;Frutta;spuntino;46;0.4;0.1;10.7;193;0.0;tr;10.7;0;1.7;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;tr;0;0;0;132.0;5.0;0;0;0.2;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;6.0;0;5;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0.06;0;0;0;0;0;0;0;0;0;0
Mele, fresche, granny smith;Frutta;spuntino;42;0.5;0.1;9.4;176;0.0;tr;9.4;0;1.9;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;2;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0.06;0;0;0;0;0;0;0;0;0;0
Mele, fresche, imperatore;Frutta;spuntino;48;0.2;0.1;11.3;200;0.0;tr;11.3;0;1.9;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;7;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0.06;0;0;0;0;0;0;0;0;0;0
